Semana,Campus,Ncampus,Edificio,Sitio,Estado,NEstado,Copias_L,CasosSem
15,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,1166.14285714286
16,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,1001.85714285714
17,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,854
18,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,694.428571428571
19,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,560.571428571429
20,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,457
21,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,476.285714285714
22,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,511.142857142857
23,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,525.857142857143
24,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,683.857142857143
25,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,836
26,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,1250.57142857143
27,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,1748.85714285714
28,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,2779
29,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,3682.85714285714
30,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,4307.42857142857
31,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,4544.28571428571
32,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,4325.28571428571
33,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,4083.57142857143
34,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,3219.71428571429
35,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,2738.14285714286
36,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,2182.71428571429
37,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,1768.57142857143
38,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,1363.71428571429
39,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,1481
40,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,980.714285714286
41,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,767.428571428571
42,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,624.571428571429
43,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,533.428571428571
44,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,443.428571428571
45,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,384.142857142857
46,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,408
47,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,357.714285714286
48,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,360.857142857143
49,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,323.857142857143
50,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,292.142857142857
55,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,1828989,13908.7142857143
56,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,13257.5714285714
63,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,455.714285714286
66,Esmeralda,11,0,Unidentified,DISTRITOFEDERAL,7,0,250.714285714286
67,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,189.428571428571
69,Esmeralda,11,3,CITES Lado Oriente,DISTRITOFEDERAL,7,0,179.857142857143
69,Esmeralda,11,1,CITES Lado Poniente,DISTRITOFEDERAL,7,0,179.857142857143
69,Esmeralda,11,2,CITES Bioterio,DISTRITOFEDERAL,7,0,179.857142857143
69,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,179.857142857143
70,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,5559,171
71,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,189.571428571429
72,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,271.571428571429
73,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,388
74,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,618.714285714286
75,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,1929,955
76,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,1626.85714285714
77,Esmeralda,11,1,Colector principal,DISTRITOFEDERAL,7,0,2656
78,Esmeralda,11,0,Unidentified,DISTRITOFEDERAL,7,0,4681.57142857143
8,Santa Fe,31,2,Colector 1,DISTRITOFEDERAL,7,3048,2157.85714285714
10,Santa Fe,31,2,Colector 1,DISTRITOFEDERAL,7,0,2081.42857142857
12,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,1402.85714285714
13,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,1374.28571428571
14,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,914.714285714286
15,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,1166.14285714286
17,Santa Fe,31,2,Colector 1,DISTRITOFEDERAL,7,12571,854
17,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,854
18,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,694.428571428571
18,Santa Fe,31,2,Colector 1,DISTRITOFEDERAL,7,4175,694.428571428571
19,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,0,560.571428571429
19,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,560.571428571429
20,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,457
20,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,457
21,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,476.285714285714
21,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,0,476.285714285714
22,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,511.142857142857
22,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,511.142857142857
23,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,525.857142857143
23,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,525.857142857143
24,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,683.857142857143
24,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,683.857142857143
25,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,836
25,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,836
26,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,1250.57142857143
26,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,1250.57142857143
27,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,1748.85714285714
27,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,1748.85714285714
28,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,2779
28,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,2779
29,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,3682.85714285714
29,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,3682.85714285714
30,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,4307.42857142857
30,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,4307.42857142857
31,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,3745,4544.28571428571
31,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,4544.28571428571
32,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,4325.28571428571
32,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,162564,4325.28571428571
33,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,8514,4083.57142857143
33,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,4083.57142857143
34,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,3219.71428571429
34,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,3219.71428571429
35,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,2738.14285714286
35,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,0,2738.14285714286
35,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,2738.14285714286
36,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,2182.71428571429
36,Santa Fe,31,8,edificio 5,DISTRITOFEDERAL,7,0,2182.71428571429
36,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,2182.71428571429
37,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,1768.57142857143
37,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,1768.57142857143
37,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,1768.57142857143
38,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,1363.71428571429
38,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,1363.71428571429
38,Santa Fe,31,10,Edificio CEDE,DISTRITOFEDERAL,7,9994,1363.71428571429
39,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,1481
39,Santa Fe,31,10,Edificio CEDE,DISTRITOFEDERAL,7,0,1481
39,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,6686,1481
40,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,2460,980.714285714286
40,Santa Fe,31,10,Edificio CEDE,DISTRITOFEDERAL,7,6531,980.714285714286
40,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,9690,980.714285714286
41,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,767.428571428571
41,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,767.428571428571
41,Santa Fe,31,10,Edificio CEDE,DISTRITOFEDERAL,7,0,767.428571428571
42,Santa Fe,31,10,Edificio CEDE,DISTRITOFEDERAL,7,0,624.571428571429
42,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,624.571428571429
42,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,624.571428571429
43,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,533.428571428571
43,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,533.428571428571
43,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,533.428571428571
44,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,9814,443.428571428571
44,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,443.428571428571
44,Santa Fe,31,8,edificio 5,DISTRITOFEDERAL,7,0,443.428571428571
45,Santa Fe,31,8,edificio 5,DISTRITOFEDERAL,7,0,384.142857142857
45,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,384.142857142857
45,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,384.142857142857
46,Santa Fe,31,8,edificio 5,DISTRITOFEDERAL,7,0,408
46,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,408
46,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,408
47,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,357.714285714286
47,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,357.714285714286
47,Santa Fe,31,9,Congresos,DISTRITOFEDERAL,7,0,357.714285714286
48,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,0,360.857142857143
48,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,360.857142857143
48,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,360.857142857143
49,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,323.857142857143
49,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,323.857142857143
49,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,323.857142857143
50,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,292.142857142857
50,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,292.142857142857
50,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,0,292.142857142857
55,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,6681,13908.7142857143
55,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,13908.7142857143
55,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,66296,13908.7142857143
56,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,33454684,13257.5714285714
56,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,1068017,13257.5714285714
56,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,1609984,13257.5714285714
63,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,455.714285714286
63,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,455.714285714286
63,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,0,455.714285714286
64,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,0,344.857142857143
64,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,344.857142857143
64,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,344.857142857143
65,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,255.285714285714
65,Santa Fe,31,7,edificio 4,DISTRITOFEDERAL,7,0,255.285714285714
65,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,0,255.285714285714
66,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,0,250.714285714286
66,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,0,250.714285714286
66,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,0,250.714285714286
67,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,1963,189.428571428571
67,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,1963,189.428571428571
67,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,1963,189.428571428571
69,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,0,179.857142857143
69,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,179.857142857143
69,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,0,179.857142857143
70,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,3711,171
70,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,3711,171
70,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,3711,171
71,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,0,189.571428571429
71,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,0,189.571428571429
71,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,189.571428571429
72,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,0,271.571428571429
72,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,0,271.571428571429
72,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,271.571428571429
73,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,0,388
73,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,0,388
73,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,388
74,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,0,618.714285714286
74,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,0,618.714285714286
74,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,618.714285714286
75,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,0,955
75,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,0,955
75,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,0,955
76,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,2739,1626.85714285714
76,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,2739,1626.85714285714
77,Santa Fe,31,6,edificio 3,DISTRITOFEDERAL,7,12116,2656
77,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,12116,2656
77,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,12116,2656
78,Santa Fe,31,5,edificio 2,DISTRITOFEDERAL,7,2464,4681.57142857143
78,Santa Fe,31,0,Unidentified,DISTRITOFEDERAL,7,2464,4681.57142857143
78,Santa Fe,31,4,edificio 1,DISTRITOFEDERAL,7,2464,4681.57142857143
11,Estado de México,12,1,Colector PTAR,MEXICO,15,0,587.857142857143
12,Estado de México,12,1,Colector PTAR,MEXICO,15,0,477
14,Estado de México,12,1,Colector PTAR,MEXICO,15,0,343.285714285714
15,Estado de México,12,1,Colector PTAR,MEXICO,15,0,442.285714285714
17,Estado de México,12,8,Edificio 5,MEXICO,15,0,328.142857142857
17,Estado de México,12,11,ESA 2,MEXICO,15,0,328.142857142857
17,Estado de México,12,12,CEDETEC,MEXICO,15,0,328.142857142857
18,Estado de México,12,11,ESA 2,MEXICO,15,0,270.714285714286
18,Estado de México,12,8,Edificio 5,MEXICO,15,0,270.714285714286
18,Estado de México,12,12,CEDETEC,MEXICO,15,0,270.714285714286
19,Estado de México,12,12,CEDETEC,MEXICO,15,0,197.142857142857
19,Estado de México,12,9,Edificio 6,MEXICO,15,0,197.142857142857
19,Estado de México,12,8,Edificio 5,MEXICO,15,0,197.142857142857
20,Estado de México,12,11,ESA 2,MEXICO,15,0,197.428571428571
20,Estado de México,12,12,CEDETEC,MEXICO,15,0,197.428571428571
20,Estado de México,12,25,Punto Azul,MEXICO,15,0,197.428571428571
20,Estado de México,12,8,Edificio 5,MEXICO,15,0,197.428571428571
20,Estado de México,12,9,Edificio 6,MEXICO,15,0,197.428571428571
21,Estado de México,12,8,Edificio 5,MEXICO,15,0,193.571428571429
21,Estado de México,12,11,ESA 2,MEXICO,15,0,193.571428571429
21,Estado de México,12,25,Punto Azul,MEXICO,15,0,193.571428571429
21,Estado de México,12,12,CEDETEC,MEXICO,15,1859,193.571428571429
22,Estado de México,12,11,ESA 2,MEXICO,15,0,179.428571428571
22,Estado de México,12,12,CEDETEC,MEXICO,15,0,179.428571428571
22,Estado de México,12,8,Edificio 5,MEXICO,15,0,179.428571428571
22,Estado de México,12,25,Punto Azul,MEXICO,15,0,179.428571428571
23,Estado de México,12,11,ESA 2,MEXICO,15,0,155.714285714286
23,Estado de México,12,12,CEDETEC,MEXICO,15,0,155.714285714286
23,Estado de México,12,25,Punto Azul,MEXICO,15,0,155.714285714286
23,Estado de México,12,8,Edificio 5,MEXICO,15,0,155.714285714286
24,Estado de México,12,8,Edificio 5,MEXICO,15,0,193.571428571429
24,Estado de México,12,11,ESA 2,MEXICO,15,0,193.571428571429
24,Estado de México,12,25,Punto Azul,MEXICO,15,0,193.571428571429
24,Estado de México,12,12,CEDETEC,MEXICO,15,0,193.571428571429
25,Estado de México,12,8,Edificio 5,MEXICO,15,0,219.571428571429
25,Estado de México,12,11,ESA 2,MEXICO,15,0,219.571428571429
25,Estado de México,12,25,Punto Azul,MEXICO,15,0,219.571428571429
25,Estado de México,12,12,CEDETEC,MEXICO,15,0,219.571428571429
26,Estado de México,12,23,Edificio 8,MEXICO,15,0,344.142857142857
26,Estado de México,12,11,ESA 2,MEXICO,15,0,344.142857142857
26,Estado de México,12,5,Edificio 2,MEXICO,15,0,344.142857142857
26,Estado de México,12,16,Edificio de profesores,MEXICO,15,0,344.142857142857
26,Estado de México,12,8,Edificio 5,MEXICO,15,0,344.142857142857
26,Estado de México,12,14,Biblioteca,MEXICO,15,0,344.142857142857
26,Estado de México,12,25,Punto Azul,MEXICO,15,0,344.142857142857
26,Estado de México,12,12,CEDETEC,MEXICO,15,0,344.142857142857
27,Estado de México,12,25,Punto Azul,MEXICO,15,0,489.857142857143
27,Estado de México,12,11,ESA 2,MEXICO,15,0,489.857142857143
27,Estado de México,12,14,Biblioteca,MEXICO,15,0,489.857142857143
27,Estado de México,12,12,CEDETEC,MEXICO,15,0,489.857142857143
27,Estado de México,12,8,Edificio 5,MEXICO,15,0,489.857142857143
27,Estado de México,12,16,Edificio de profesores,MEXICO,15,0,489.857142857143
27,Estado de México,12,23,Edificio 8,MEXICO,15,0,489.857142857143
27,Estado de México,12,5,Edificio 2,MEXICO,15,0,489.857142857143
28,Estado de México,12,8,Edificio 5,MEXICO,15,0,832
28,Estado de México,12,12,CEDETEC,MEXICO,15,0,832
28,Estado de México,12,14,Biblioteca,MEXICO,15,0,832
28,Estado de México,12,5,Edificio 2,MEXICO,15,0,832
29,Estado de México,12,23,Edificio 8,MEXICO,15,0,1277.14285714286
29,Estado de México,12,14,Biblioteca,MEXICO,15,0,1277.14285714286
29,Estado de México,12,16,Edificio de profesores,MEXICO,15,0,1277.14285714286
29,Estado de México,12,12,CEDETEC,MEXICO,15,0,1277.14285714286
29,Estado de México,12,5,Edificio 2,MEXICO,15,0,1277.14285714286
29,Estado de México,12,0,Unidentified,MEXICO,15,0,1277.14285714286
29,Estado de México,12,11,ESA 2,MEXICO,15,0,1277.14285714286
29,Estado de México,12,8,Edificio 5,MEXICO,15,0,1277.14285714286
30,Estado de México,12,5,Edificio 2,MEXICO,15,0,1770.85714285714
30,Estado de México,12,14,Biblioteca,MEXICO,15,0,1770.85714285714
30,Estado de México,12,8,Edificio 5,MEXICO,15,0,1770.85714285714
30,Estado de México,12,25,Punto Azul,MEXICO,15,0,1770.85714285714
30,Estado de México,12,12,CEDETEC,MEXICO,15,0,1770.85714285714
30,Estado de México,12,16,Edificio de profesores,MEXICO,15,0,1770.85714285714
30,Estado de México,12,23,Edificio 8,MEXICO,15,0,1770.85714285714
30,Estado de México,12,11,ESA 2,MEXICO,15,0,1770.85714285714
31,Estado de México,12,5,Edificio 2,MEXICO,15,0,2046.85714285714
31,Estado de México,12,11,ESA 2,MEXICO,15,0,2046.85714285714
31,Estado de México,12,8,Edificio 5,MEXICO,15,1173,2046.85714285714
31,Estado de México,12,12,CEDETEC,MEXICO,15,0,2046.85714285714
31,Estado de México,12,16,Edificio de profesores,MEXICO,15,0,2046.85714285714
31,Estado de México,12,25,Punto Azul,MEXICO,15,0,2046.85714285714
31,Estado de México,12,14,Biblioteca,MEXICO,15,3010,2046.85714285714
31,Estado de México,12,23,Edificio 8,MEXICO,15,0,2046.85714285714
31,Estado de México,12,14,Biblioteca,MEXICO,15,3010,2046.85714285714
31,Estado de México,12,8,Edificio 5,MEXICO,15,1173,2046.85714285714
32,Estado de México,12,12,CEDETEC,MEXICO,15,0,2013.57142857143
32,Estado de México,12,25,Punto Azul,MEXICO,15,0,2013.57142857143
32,Estado de México,12,14,Biblioteca,MEXICO,15,0,2013.57142857143
32,Estado de México,12,8,Edificio 5,MEXICO,15,0,2013.57142857143
32,Estado de México,12,23,Edificio 8,MEXICO,15,0,2013.57142857143
32,Estado de México,12,11,ESA 2,MEXICO,15,0,2013.57142857143
32,Estado de México,12,5,Edificio 2,MEXICO,15,0,2013.57142857143
32,Estado de México,12,16,Edificio de profesores,MEXICO,15,0,2013.57142857143
33,Estado de México,12,11,ESA 2,MEXICO,15,1406,1881.57142857143
33,Estado de México,12,16,Edificio de profesores,MEXICO,15,0,1881.57142857143
33,Estado de México,12,5,Edificio 2,MEXICO,15,0,1881.57142857143
33,Estado de México,12,23,Edificio 8,MEXICO,15,0,1881.57142857143
33,Estado de México,12,8,Edificio 5,MEXICO,15,1406,1881.57142857143
33,Estado de México,12,25,Punto Azul,MEXICO,15,0,1881.57142857143
33,Estado de México,12,12,CEDETEC,MEXICO,15,0,1881.57142857143
33,Estado de México,12,14,Biblioteca,MEXICO,15,0,1881.57142857143
34,Estado de México,12,14,Biblioteca,MEXICO,15,0,1546.14285714286
34,Estado de México,12,12,CEDETEC,MEXICO,15,0,1546.14285714286
34,Estado de México,12,25,Punto Azul,MEXICO,15,0,1546.14285714286
34,Estado de México,12,8,Edificio 5,MEXICO,15,0,1546.14285714286
34,Estado de México,12,23,Edificio 8,MEXICO,15,0,1546.14285714286
34,Estado de México,12,16,Edificio de profesores,MEXICO,15,0,1546.14285714286
34,Estado de México,12,11,ESA 2,MEXICO,15,0,1546.14285714286
34,Estado de México,12,5,Edificio 2,MEXICO,15,0,1546.14285714286
35,Estado de México,12,5,Edificio 2,MEXICO,15,0,1245.85714285714
35,Estado de México,12,23,Edificio 8,MEXICO,15,0,1245.85714285714
35,Estado de México,12,11,ESA 2,MEXICO,15,0,1245.85714285714
35,Estado de México,12,16,Edificio de profesores,MEXICO,15,13078,1245.85714285714
35,Estado de México,12,8,Edificio 5,MEXICO,15,0,1245.85714285714
35,Estado de México,12,25,Punto Azul,MEXICO,15,0,1245.85714285714
35,Estado de México,12,12,CEDETEC,MEXICO,15,0,1245.85714285714
35,Estado de México,12,14,Biblioteca,MEXICO,15,0,1245.85714285714
36,Estado de México,12,23,Edificio 8,MEXICO,15,0,985.285714285714
36,Estado de México,12,11,ESA 2,MEXICO,15,0,985.285714285714
36,Estado de México,12,26,Edificio 1,MEXICO,15,0,985.285714285714
36,Estado de México,12,25,Punto Azul,MEXICO,15,0,985.285714285714
36,Estado de México,12,9,Edificio 6,MEXICO,15,0,985.285714285714
36,Estado de México,12,12,CEDETEC,MEXICO,15,0,985.285714285714
36,Estado de México,12,8,Edificio 5,MEXICO,15,5950,985.285714285714
36,Estado de México,12,16,Edificio de profesores,MEXICO,15,0,985.285714285714
37,Estado de México,12,25,Punto Azul,MEXICO,15,0,1081.14285714286
37,Estado de México,12,23,Edificio 8,MEXICO,15,480,1081.14285714286
37,Estado de México,12,26,Edificio 1,MEXICO,15,0,1081.14285714286
37,Estado de México,12,16,Edificio de profesores,MEXICO,15,0,1081.14285714286
37,Estado de México,12,9,Edificio 6,MEXICO,15,3381,1081.14285714286
37,Estado de México,12,11,ESA 2,MEXICO,15,0,1081.14285714286
37,Estado de México,12,8,Edificio 5,MEXICO,15,0,1081.14285714286
37,Estado de México,12,12,CEDETEC,MEXICO,15,0,1081.14285714286
38,Estado de México,12,23,Edificio 8,MEXICO,15,0,894.857142857143
38,Estado de México,12,26,Edificio 1,MEXICO,15,0,894.857142857143
38,Estado de México,12,16,Edificio de profesores,MEXICO,15,0,894.857142857143
38,Estado de México,12,27,Punto Blanco,MEXICO,15,0,894.857142857143
38,Estado de México,12,9,Edificio 6,MEXICO,15,0,894.857142857143
38,Estado de México,12,12,CEDETEC,MEXICO,15,0,894.857142857143
38,Estado de México,12,8,Edificio 5,MEXICO,15,0,894.857142857143
38,Estado de México,12,11,ESA 2,MEXICO,15,0,894.857142857143
39,Estado de México,12,9,Edificio 6,MEXICO,15,0,985.285714285714
39,Estado de México,12,12,CEDETEC,MEXICO,15,0,985.285714285714
39,Estado de México,12,11,ESA 2,MEXICO,15,0,985.285714285714
39,Estado de México,12,8,Edificio 5,MEXICO,15,10648,985.285714285714
39,Estado de México,12,25,Punto Azul,MEXICO,15,0,985.285714285714
39,Estado de México,12,23,Edificio 8,MEXICO,15,0,985.285714285714
39,Estado de México,12,16,Edificio de profesores,MEXICO,15,0,985.285714285714
39,Estado de México,12,26,Edificio 1,MEXICO,15,39634,985.285714285714
40,Estado de México,12,25,Punto Azul,MEXICO,15,0,673.714285714286
40,Estado de México,12,23,Edificio 8,MEXICO,15,15403,673.714285714286
40,Estado de México,12,26,Edificio 1,MEXICO,15,7581,673.714285714286
40,Estado de México,12,16,Edificio de profesores,MEXICO,15,42844,673.714285714286
40,Estado de México,12,9,Edificio 6,MEXICO,15,7059,673.714285714286
40,Estado de México,12,11,ESA 2,MEXICO,15,0,673.714285714286
40,Estado de México,12,8,Edificio 5,MEXICO,15,0,673.714285714286
